"EmployeeNumber","JobRole","Department","JobLevel","BusinessTravel","Attrition"
"1869","Sales Executive","Sales","3","Travel_Rarely","Yes"
"1892","Manager","Research & Development","4","Travel_Rarely","No"
"1898","Sales Executive","Sales","2","Travel_Rarely","No"
"1911","Research Director","Research & Development","3","Travel_Rarely","No"
"1918","Laboratory Technician","Research & Development","1","Travel_Frequently","No"
"1927","Sales Executive","Sales","2","Travel_Frequently","No"
"1934","Research Scientist","Research & Development","2","Non-Travel","No"
"1951","Sales Executive","Sales","3","Travel_Rarely","No"
"1952","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1965","Sales Executive","Sales","2","Travel_Rarely","No"
"1967","Sales Executive","Sales","2","Travel_Frequently","Yes"
"1970","Healthcare Representative","Research & Development","2","Travel_Frequently","No"
"1979","Research Director","Research & Development","3","Non-Travel","No"
"2008","Research Scientist","Research & Development","2","Travel_Rarely","No"
"2009","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"2014","Research Scientist","Research & Development","2","Travel_Rarely","No"
"2024","Sales Executive","Sales","3","Travel_Rarely","No"
"2034","Manufacturing Director","Research & Development","4","Travel_Rarely","No"
"2035","Sales Executive","Sales","2","Travel_Rarely","No"
"2041","Sales Executive","Sales","2","Travel_Rarely","No"
"2062","Healthcare Representative","Research & Development","3","Travel_Rarely","No"
"28","Research Director","Research & Development","3","Travel_Rarely","No"
"36","Healthcare Representative","Research & Development","3","Travel_Rarely","No"
"62","Sales Executive","Sales","2","Travel_Frequently","No"
"199","Manager","Research & Development","4","Travel_Frequently","No"
"343","Healthcare Representative","Research & Development","3","Travel_Frequently","No"
"351","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"428","Manager","Research & Development","3","Travel_Frequently","No"
"464","Manufacturing Director","Research & Development","3","Travel_Rarely","No"
"582","Manager","Research & Development","3","Travel_Rarely","Yes"
"601","Manufacturing Director","Research & Development","4","Travel_Rarely","No"
"731","Manager","Human Resources","5","Travel_Rarely","No"
"764","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"776","Manager","Sales","4","Travel_Rarely","No"
"851","Manager","Sales","4","Travel_Rarely","No"
"903","Sales Executive","Sales","2","Travel_Rarely","No"
"905","Manager","Research & Development","4","Non-Travel","No"
"942","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"1026","Manufacturing Director","Research & Development","4","Travel_Rarely","No"
"1043","Manufacturing Director","Research & Development","3","Travel_Frequently","No"
"1085","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1098","Human Resources","Human Resources","3","Travel_Rarely","Yes"
"1109","Manager","Research & Development","4","Travel_Rarely","No"
"1118","Healthcare Representative","Research & Development","3","Travel_Rarely","No"
"1152","Human Resources","Human Resources","1","Travel_Rarely","No"
"1314","Human Resources","Human Resources","1","Travel_Rarely","No"
"1350","Research Scientist","Research & Development","2","Travel_Frequently","No"
"1514","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"1523","Research Director","Research & Development","4","Travel_Rarely","No"
"1539","Research Director","Research & Development","4","Travel_Frequently","No"
"1578","Manager","Sales","5","Travel_Rarely","No"
"1588","Sales Executive","Sales","3","Travel_Rarely","No"
"1617","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1719","Research Director","Research & Development","4","Travel_Rarely","No"
"1732","Sales Executive","Sales","3","Travel_Rarely","No"
"1870","Research Scientist","Research & Development","1","Travel_Frequently","No"
"2031","Manager","Research & Development","5","Travel_Rarely","No"
"2065","Sales Executive","Sales","2","Travel_Frequently","No"
"15","Laboratory Technician","Research & Development","2","Travel_Rarely","No"
"60","Sales Executive","Sales","2","Non-Travel","No"
"77","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"85","Manufacturing Director","Research & Development","2","Travel_Frequently","No"
"192","Research Scientist","Research & Development","1","Travel_Rarely","No"
"346","Research Scientist","Research & Development","1","Travel_Rarely","No"
"384","Manufacturing Director","Research & Development","2","Travel_Frequently","No"
"498","Sales Executive","Sales","2","Travel_Rarely","No"
"551","Healthcare Representative","Research & Development","2","Travel_Frequently","No"
"604","Sales Executive","Sales","2","Travel_Rarely","No"
"623","Manufacturing Director","Research & Development","3","Travel_Rarely","No"
"626","Sales Executive","Sales","3","Non-Travel","No"
"635","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"639","Research Scientist","Research & Development","1","Travel_Rarely","No"
"644","Manager","Human Resources","5","Travel_Frequently","No"
"649","Research Scientist","Research & Development","1","Travel_Rarely","No"
"714","Sales Executive","Sales","2","Travel_Frequently","No"
"781","Sales Executive","Sales","2","Travel_Rarely","No"
"786","Sales Executive","Sales","2","Travel_Rarely","No"
"804","Research Scientist","Research & Development","1","Travel_Rarely","No"
"845","Manufacturing Director","Research & Development","3","Travel_Rarely","No"
"856","Research Scientist","Research & Development","1","Travel_Rarely","No"
"998","Healthcare Representative","Research & Development","2","Travel_Frequently","No"
"1120","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1143","Research Scientist","Research & Development","1","Travel_Frequently","No"
"1163","Sales Executive","Sales","2","Travel_Rarely","No"
"1216","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1246","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1251","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"1275","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1438","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1440","Laboratory Technician","Research & Development","1","Non-Travel","No"
"1574","Research Scientist","Research & Development","2","Non-Travel","No"
"1671","Research Scientist","Research & Development","2","Travel_Rarely","No"
"1681","Sales Executive","Sales","2","Non-Travel","No"
"1716","Sales Executive","Sales","4","Travel_Frequently","Yes"
"1","Sales Executive","Sales","2","Travel_Rarely","Yes"
"14","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"94","Research Scientist","Research & Development","1","Travel_Rarely","No"
"96","Research Scientist","Research & Development","2","Travel_Rarely","No"
"105","Research Scientist","Research & Development","1","Travel_Rarely","No"
"112","Manufacturing Director","Research & Development","3","Travel_Rarely","No"
"129","Sales Executive","Sales","2","Non-Travel","No"
"142","Sales Executive","Sales","2","Travel_Rarely","Yes"
"161","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"164","Research Scientist","Research & Development","1","Travel_Rarely","No"
"190","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"194","Research Scientist","Research & Development","1","Travel_Rarely","No"
"226","Manager","Research & Development","5","Travel_Rarely","No"
"231","Research Scientist","Research & Development","1","Travel_Rarely","No"
"240","Sales Executive","Sales","2","Travel_Rarely","No"
"262","Research Scientist","Research & Development","1","Non-Travel","No"
"283","Sales Executive","Sales","3","Travel_Rarely","Yes"
"308","Manufacturing Director","Research & Development","2","Non-Travel","No"
"325","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"355","Laboratory Technician","Research & Development","1","Travel_Frequently","Yes"
"378","Sales Executive","Sales","2","Travel_Rarely","No"
"385","Research Director","Research & Development","5","Travel_Rarely","No"
"404","Sales Executive","Sales","4","Travel_Frequently","No"
"437","Sales Executive","Sales","2","Travel_Rarely","No"
"449","Sales Executive","Sales","2","Non-Travel","No"
"466","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"486","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"492","Sales Executive","Sales","2","Travel_Rarely","Yes"
"505","Manager","Research & Development","4","Travel_Rarely","No"
"510","Research Scientist","Research & Development","1","Travel_Frequently","Yes"
"516","Sales Executive","Sales","2","Travel_Rarely","No"
"527","Sales Executive","Sales","2","Travel_Rarely","No"
"533","Sales Executive","Sales","2","Travel_Rarely","No"
"543","Manufacturing Director","Research & Development","3","Travel_Rarely","No"
"547","Research Scientist","Research & Development","2","Travel_Frequently","No"
"548","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"577","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"613","Manager","Sales","3","Travel_Rarely","No"
"620","Sales Executive","Sales","2","Travel_Rarely","No"
"645","Sales Representative","Sales","1","Travel_Rarely","No"
"679","Research Scientist","Research & Development","2","Travel_Rarely","No"
"785","Sales Executive","Sales","2","Travel_Frequently","Yes"
"861","Research Scientist","Research & Development","1","Travel_Frequently","No"
"864","Sales Executive","Sales","3","Travel_Rarely","No"
"878","Human Resources","Human Resources","1","Travel_Rarely","No"
"895","Research Scientist","Research & Development","1","Travel_Rarely","No"
"900","Sales Representative","Sales","1","Travel_Frequently","No"
"909","Human Resources","Human Resources","2","Travel_Rarely","No"
"936","Sales Executive","Sales","2","Travel_Rarely","No"
"982","Sales Executive","Sales","3","Travel_Rarely","No"
"997","Research Director","Research & Development","4","Travel_Rarely","No"
"1048","Manager","Sales","3","Travel_Rarely","No"
"1070","Sales Executive","Sales","3","Travel_Rarely","No"
"1071","Research Scientist","Research & Development","1","Travel_Frequently","No"
"1116","Manager","Research & Development","4","Non-Travel","No"
"1132","Laboratory Technician","Research & Development","2","Non-Travel","No"
"1164","Human Resources","Human Resources","1","Travel_Rarely","No"
"1171","Sales Executive","Sales","2","Travel_Rarely","No"
"1200","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"1202","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1207","Human Resources","Human Resources","1","Travel_Rarely","No"
"1245","Manufacturing Director","Research & Development","3","Travel_Frequently","No"
"1280","Manager","Sales","5","Travel_Rarely","No"
"1298","Manufacturing Director","Research & Development","2","Non-Travel","No"
"1309","Laboratory Technician","Research & Development","2","Travel_Rarely","Yes"
"1318","Sales Executive","Sales","3","Travel_Rarely","Yes"
"1374","Research Scientist","Research & Development","1","Non-Travel","No"
"1390","Sales Executive","Sales","2","Travel_Rarely","No"
"1394","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1395","Sales Executive","Sales","2","Travel_Frequently","No"
"1397","Healthcare Representative","Research & Development","3","Non-Travel","No"
"1409","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1425","Sales Executive","Sales","2","Travel_Rarely","No"
"1435","Laboratory Technician","Research & Development","2","Travel_Rarely","No"
"1445","Sales Executive","Sales","2","Travel_Rarely","No"
"1447","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1469","Sales Executive","Sales","2","Travel_Rarely","No"
"1502","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1503","Sales Executive","Sales","2","Travel_Rarely","No"
"1534","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"1546","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1548","Sales Executive","Sales","2","Travel_Rarely","No"
"1590","Healthcare Representative","Research & Development","2","Travel_Frequently","No"
"1598","Sales Executive","Sales","2","Travel_Rarely","No"
"1599","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1609","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1638","Manufacturing Director","Research & Development","3","Travel_Rarely","No"
"1640","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1654","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"1664","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"1684","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"1704","Research Scientist","Research & Development","1","Travel_Frequently","No"
"1736","Manufacturing Director","Research & Development","2","Travel_Frequently","No"
"1782","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1826","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1829","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"1850","Laboratory Technician","Research & Development","1","Travel_Frequently","No"
"1909","Sales Executive","Sales","2","Travel_Rarely","No"
"1924","Sales Executive","Sales","2","Travel_Rarely","No"
"1941","Research Director","Research & Development","5","Travel_Frequently","No"
"1949","Laboratory Technician","Research & Development","1","Non-Travel","No"
"2037","Sales Executive","Sales","2","Travel_Rarely","No"
"2054","Research Scientist","Research & Development","1","Travel_Rarely","No"
"2057","Manufacturing Director","Research & Development","2","Non-Travel","No"
"27","Sales Representative","Sales","1","Travel_Rarely","Yes"
"46","Research Scientist","Research & Development","1","Travel_Rarely","No"
"52","Sales Executive","Sales","2","Travel_Frequently","No"
"68","Sales Executive","Sales","2","Travel_Rarely","No"
"79","Laboratory Technician","Research & Development","2","Travel_Frequently","No"
"80","Research Director","Research & Development","5","Travel_Rarely","No"
"91","Sales Executive","Sales","2","Travel_Frequently","No"
"119","Healthcare Representative","Research & Development","4","Travel_Frequently","No"
"126","Research Director","Research & Development","3","Travel_Rarely","No"
"141","Research Director","Research & Development","5","Travel_Frequently","No"
"148","Manager","Human Resources","4","Non-Travel","No"
"150","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"152","Sales Executive","Sales","3","Travel_Rarely","No"
"198","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"216","Sales Representative","Sales","1","Travel_Frequently","No"
"223","Healthcare Representative","Research & Development","3","Travel_Rarely","No"
"230","Sales Executive","Sales","2","Travel_Rarely","No"
"248","Sales Representative","Sales","1","Travel_Rarely","Yes"
"270","Manufacturing Director","Research & Development","2","Non-Travel","No"
"277","Research Scientist","Research & Development","1","Travel_Frequently","No"
"299","Sales Executive","Sales","2","Travel_Frequently","Yes"
"315","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"330","Sales Representative","Sales","1","Travel_Rarely","No"
"369","Healthcare Representative","Research & Development","2","Non-Travel","No"
"386","Research Director","Research & Development","4","Travel_Rarely","No"
"390","Healthcare Representative","Research & Development","2","Travel_Frequently","No"
"395","Research Scientist","Research & Development","1","Travel_Rarely","No"
"412","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"422","Healthcare Representative","Research & Development","2","Non-Travel","No"
"434","Research Scientist","Research & Development","1","Travel_Rarely","No"
"450","Research Scientist","Research & Development","2","Travel_Frequently","No"
"453","Sales Executive","Sales","2","Travel_Rarely","No"
"469","Sales Executive","Sales","2","Non-Travel","No"
"491","Healthcare Representative","Research & Development","3","Travel_Rarely","No"
"554","Sales Representative","Sales","1","Travel_Rarely","Yes"
"562","Laboratory Technician","Research & Development","1","Non-Travel","No"
"579","Research Scientist","Research & Development","1","Travel_Rarely","No"
"584","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"592","Sales Executive","Sales","3","Non-Travel","No"
"599","Sales Executive","Sales","2","Non-Travel","No"
"602","Laboratory Technician","Research & Development","1","Travel_Frequently","No"
"641","Sales Executive","Sales","2","Travel_Rarely","No"
"647","Laboratory Technician","Research & Development","1","Travel_Frequently","Yes"
"655","Research Scientist","Research & Development","1","Travel_Rarely","No"
"667","Sales Representative","Sales","1","Travel_Rarely","Yes"
"723","Sales Executive","Sales","2","Travel_Frequently","Yes"
"758","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"760","Human Resources","Human Resources","2","Travel_Rarely","No"
"791","Research Scientist","Research & Development","1","Non-Travel","No"
"796","Sales Executive","Sales","2","Travel_Rarely","Yes"
"799","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"802","Research Scientist","Research & Development","1","Travel_Rarely","No"
"815","Research Director","Research & Development","4","Travel_Rarely","No"
"827","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"837","Healthcare Representative","Research & Development","2","Travel_Frequently","No"
"854","Research Scientist","Research & Development","1","Travel_Rarely","No"
"865","Research Scientist","Research & Development","2","Travel_Rarely","No"
"879","Sales Executive","Sales","2","Travel_Rarely","No"
"894","Laboratory Technician","Research & Development","2","Travel_Rarely","No"
"910","Human Resources","Human Resources","1","Travel_Rarely","No"
"912","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"983","Sales Executive","Sales","2","Non-Travel","No"
"996","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1011","Manufacturing Director","Research & Development","2","Travel_Frequently","No"
"1019","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1032","Manufacturing Director","Research & Development","4","Travel_Rarely","No"
"1045","Manager","Sales","4","Travel_Rarely","No"
"1049","Human Resources","Human Resources","1","Travel_Rarely","No"
"1062","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"1068","Research Scientist","Research & Development","1","Travel_Frequently","No"
"1083","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1136","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1173","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1179","Sales Executive","Sales","2","Travel_Rarely","No"
"1188","Sales Executive","Sales","2","Travel_Rarely","Yes"
"1211","Sales Executive","Sales","2","Travel_Rarely","No"
"1228","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"1231","Human Resources","Human Resources","2","Non-Travel","No"
"1240","Sales Executive","Sales","2","Travel_Rarely","No"
"1259","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1338","Manager","Human Resources","5","Travel_Rarely","No"
"1349","Sales Executive","Sales","2","Travel_Frequently","No"
"1387","Sales Executive","Sales","2","Travel_Rarely","No"
"1401","Manufacturing Director","Research & Development","4","Travel_Frequently","No"
"1407","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1420","Laboratory Technician","Research & Development","2","Travel_Frequently","Yes"
"1431","Research Scientist","Research & Development","1","Travel_Frequently","No"
"1446","Sales Executive","Sales","2","Travel_Rarely","No"
"1477","Sales Executive","Sales","2","Travel_Frequently","No"
"1487","Sales Executive","Sales","2","Travel_Frequently","Yes"
"1499","Human Resources","Human Resources","1","Travel_Rarely","No"
"1533","Laboratory Technician","Research & Development","2","Travel_Rarely","No"
"1545","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"1554","Sales Representative","Sales","1","Travel_Rarely","No"
"1563","Human Resources","Human Resources","2","Travel_Frequently","No"
"1622","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"1631","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"1646","Research Scientist","Research & Development","1","Travel_Frequently","No"
"1659","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1675","Laboratory Technician","Research & Development","1","Travel_Frequently","No"
"1689","Healthcare Representative","Research & Development","3","Travel_Rarely","No"
"1700","Sales Executive","Sales","2","Travel_Frequently","No"
"1707","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1709","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1739","Sales Executive","Sales","3","Travel_Rarely","No"
"1768","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1772","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1792","Research Scientist","Research & Development","1","Travel_Frequently","Yes"
"1799","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1800","Research Director","Research & Development","3","Travel_Rarely","No"
"1802","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"1809","Manufacturing Director","Research & Development","2","Travel_Rarely","Yes"
"1822","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"1836","Sales Executive","Sales","2","Travel_Rarely","No"
"1854","Research Scientist","Research & Development","1","Non-Travel","No"
"1882","Sales Executive","Sales","3","Travel_Rarely","No"
"1885","Research Scientist","Research & Development","2","Travel_Rarely","No"
"1931","Research Scientist","Research & Development","1","Travel_Rarely","No"
"1945","Sales Executive","Sales","2","Travel_Rarely","No"
"1947","Research Scientist","Research & Development","1","Non-Travel","No"
"1954","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"1969","Research Scientist","Research & Development","2","Travel_Rarely","No"
"1981","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"1997","Manufacturing Director","Research & Development","2","Travel_Frequently","No"
"1998","Research Scientist","Research & Development","2","Travel_Rarely","No"
"1999","Research Scientist","Research & Development","1","Travel_Rarely","No"
"2018","Sales Executive","Sales","2","Travel_Rarely","No"
"2020","Research Scientist","Research & Development","1","Travel_Rarely","No"
"2044","Sales Executive","Sales","2","Travel_Frequently","Yes"
"2045","Sales Executive","Sales","2","Travel_Rarely","No"
"2046","Sales Executive","Sales","2","Travel_Rarely","No"
"2051","Research Scientist","Research & Development","1","Travel_Rarely","No"
"2052","Research Scientist","Research & Development","1","Travel_Rarely","No"
"2053","Laboratory Technician","Research & Development","2","Travel_Rarely","No"
"2068","Laboratory Technician","Research & Development","2","Travel_Rarely","No"
"7","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"16","Research Scientist","Research & Development","1","Travel_Rarely","No"
"18","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"19","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"21","Research Scientist","Research & Development","1","Travel_Rarely","No"
"24","Research Scientist","Research & Development","1","Travel_Rarely","No"
"26","Manufacturing Director","Research & Development","2","Non-Travel","No"
"31","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"33","Research Scientist","Research & Development","1","Travel_Frequently","Yes"
"38","Manager","Sales","5","Travel_Rarely","No"
"40","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"47","Sales Representative","Sales","1","Travel_Rarely","Yes"
"49","Sales Representative","Sales","1","Travel_Rarely","No"
"65","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"72","Sales Executive","Sales","2","Travel_Rarely","No"
"75","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"88","Research Scientist","Research & Development","1","Travel_Frequently","No"
"102","Research Director","Research & Development","3","Travel_Rarely","No"
"103","Human Resources","Human Resources","2","Travel_Rarely","No"
"110","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"116","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"128","Sales Executive","Sales","2","Travel_Rarely","No"
"132","Laboratory Technician","Research & Development","2","Non-Travel","No"
"133","Human Resources","Human Resources","1","Travel_Rarely","Yes"
"140","Manager","Human Resources","5","Non-Travel","No"
"143","Research Scientist","Research & Development","1","Travel_Rarely","No"
"171","Research Scientist","Research & Development","1","Travel_Frequently","No"
"174","Sales Executive","Sales","3","Travel_Frequently","No"
"175","Sales Executive","Sales","2","Travel_Rarely","Yes"
"178","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"179","Manufacturing Director","Research & Development","3","Travel_Frequently","Yes"
"183","Sales Executive","Sales","2","Travel_Rarely","No"
"193","Research Scientist","Research & Development","2","Travel_Rarely","No"
"197","Research Scientist","Research & Development","1","Travel_Rarely","No"
"217","Research Scientist","Research & Development","1","Travel_Rarely","No"
"218","Research Scientist","Research & Development","1","Non-Travel","No"
"221","Research Scientist","Research & Development","1","Travel_Rarely","No"
"233","Research Scientist","Research & Development","1","Travel_Rarely","No"
"241","Research Scientist","Research & Development","1","Travel_Rarely","No"
"245","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"246","Research Scientist","Research & Development","1","Travel_Rarely","No"
"247","Research Scientist","Research & Development","1","Travel_Rarely","No"
"249","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"250","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"269","Laboratory Technician","Research & Development","2","Travel_Frequently","No"
"274","Manufacturing Director","Research & Development","2","Travel_Frequently","No"
"281","Laboratory Technician","Research & Development","2","Travel_Rarely","No"
"284","Research Scientist","Research & Development","1","Travel_Rarely","No"
"287","Healthcare Representative","Research & Development","2","Non-Travel","No"
"288","Healthcare Representative","Research & Development","3","Travel_Rarely","No"
"297","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"300","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"303","Sales Executive","Sales","2","Travel_Rarely","No"
"305","Research Scientist","Research & Development","1","Travel_Rarely","No"
"316","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"321","Human Resources","Human Resources","1","Travel_Rarely","No"
"331","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"332","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"333","Sales Executive","Sales","2","Non-Travel","No"
"337","Research Director","Research & Development","3","Travel_Frequently","No"
"338","Research Scientist","Research & Development","1","Travel_Rarely","No"
"341","Manufacturing Director","Research & Development","2","Travel_Frequently","No"
"347","Research Scientist","Research & Development","2","Travel_Rarely","No"
"349","Sales Executive","Sales","2","Travel_Rarely","No"
"350","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"362","Laboratory Technician","Research & Development","2","Travel_Rarely","No"
"377","Research Scientist","Research & Development","1","Travel_Rarely","No"
"379","Research Scientist","Research & Development","1","Travel_Rarely","No"
"380","Research Director","Research & Development","3","Non-Travel","No"
"393","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"394","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"396","Research Director","Research & Development","5","Travel_Frequently","No"
"399","Sales Representative","Sales","1","Travel_Frequently","No"
"403","Research Scientist","Research & Development","1","Travel_Frequently","No"
"423","Research Scientist","Research & Development","1","Travel_Rarely","No"
"424","Human Resources","Human Resources","2","Travel_Rarely","No"
"426","Research Scientist","Research & Development","1","Travel_Rarely","No"
"433","Research Scientist","Research & Development","2","Travel_Rarely","Yes"
"440","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"447","Research Director","Research & Development","5","Travel_Rarely","No"
"455","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"460","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"465","Research Scientist","Research & Development","1","Travel_Rarely","No"
"470","Human Resources","Human Resources","1","Travel_Rarely","No"
"475","Sales Executive","Sales","2","Non-Travel","No"
"478","Sales Representative","Sales","1","Travel_Frequently","Yes"
"482","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"484","Sales Representative","Sales","1","Non-Travel","No"
"493","Research Scientist","Research & Development","1","Travel_Rarely","No"
"495","Research Scientist","Research & Development","1","Travel_Rarely","No"
"497","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"499","Healthcare Representative","Research & Development","3","Travel_Rarely","No"
"501","Research Scientist","Research & Development","1","Travel_Rarely","No"
"502","Sales Executive","Sales","2","Non-Travel","Yes"
"507","Sales Executive","Sales","2","Travel_Rarely","No"
"517","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"522","Research Director","Research & Development","5","Travel_Rarely","No"
"523","Sales Executive","Sales","2","Non-Travel","No"
"525","Laboratory Technician","Research & Development","1","Travel_Frequently","No"
"526","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"530","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"538","Laboratory Technician","Research & Development","1","Travel_Rarely","Yes"
"544","Research Scientist","Research & Development","1","Travel_Rarely","No"
"546","Manager","Research & Development","4","Travel_Rarely","No"
"555","Sales Representative","Sales","1","Travel_Frequently","Yes"
"560","Research Scientist","Research & Development","1","Travel_Rarely","No"
"564","Research Director","Research & Development","3","Travel_Rarely","No"
"565","Research Scientist","Research & Development","1","Travel_Rarely","Yes"
"575","Research Director","Research & Development","4","Travel_Rarely","No"
"580","Sales Executive","Sales","3","Travel_Rarely","No"
"585","Sales Representative","Sales","1","Travel_Rarely","No"
"590","Human Resources","Human Resources","3","Travel_Frequently","Yes"
"591","Laboratory Technician","Research & Development","1","Travel_Frequently","No"
"593","Laboratory Technician","Research & Development","1","Travel_Frequently","Yes"
"611","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
"624","Healthcare Representative","Research & Development","3","Travel_Frequently","No"
"631","Sales Executive","Sales","2","Non-Travel","Yes"
"632","Sales Representative","Sales","1","Travel_Frequently","No"
"652","Laboratory Technician","Research & Development","2","Travel_Rarely","No"
"659","Healthcare Representative","Research & Development","2","Travel_Rarely","No"
"664","Manager","Research & Development","4","Travel_Rarely","No"
"665","Human Resources","Human Resources","2","Travel_Rarely","No"
"666","Sales Representative","Sales","1","Travel_Rarely","No"
"669","Sales Representative","Sales","1","Travel_Rarely","No"
"671","Manager","Research & Development","5","Travel_Rarely","No"
"675","Research Scientist","Research & Development","1","Travel_Rarely","No"
"686","Laboratory Technician","Research & Development","1","Travel_Rarely","No"
"699","Manufacturing Director","Research & Development","2","Travel_Rarely","No"
